wormbase_gene,S01,S02,S03,S04,S05,S06,S07,S08
WBGene00003834,1570,2456,1823,2643,1596,1972,2168,2098
WBGene00003835,622,1010,655,1029,547,806,898,854
WBGene00003836,678,1026,779,1035,674,853,952,937
WBGene00003837,65,83,45,50,50,74,125,86
WBGene00003838,2,2,3,7,3,3,259,7
WBGene00003839,5,10,6,7,13,12,7,7
WBGene00003840,2,0,1,1,1,1,5,6
WBGene00003841,0,1,0,0,1,0,0,0
WBGene00003842,33,28,33,36,14,26,55,41
WBGene00003843,67,83,62,90,47,96,102,95
WBGene00003844,196,314,221,268,147,206,297,220
WBGene00003845,15,16,8,15,5,8,24,20
WBGene00003846,35,46,53,54,34,61,65,39
WBGene00003847,131,208,155,183,131,134,191,160
WBGene00003848,3,4,1,7,2,3,5,3
WBGene00003849,7,15,15,10,7,12,12,14
WBGene00003850,9,16,5,8,9,13,13,14
WBGene00003851,774,1149,780,1167,660,855,1077,986
WBGene00003854,3,0,0,0,0,1,1,0
WBGene00003856,3,8,4,9,2,8,17,7
WBGene00003858,2011,3111,1785,3309,1763,2362,3127,2959
WBGene00003859,7,10,0,8,3,5,17,13
WBGene00003860,243,374,200,365,214,282,368,335
WBGene00003861,64,144,98,114,64,82,115,103
WBGene00003862,3,13,6,5,8,8,11,4
WBGene00003863,0,0,0,0,0,0,0,0
WBGene00003864,5184,8591,5880,8734,5068,6602,8299,7225
WBGene00003865,7700,13260,10476,13229,8664,10538,11280,10529
WBGene00003868,1019,1509,1099,1540,923,1202,1600,1346
WBGene00003870,1372,2104,1411,2170,1223,1628,2139,1887
WBGene00003876,232,361,280,381,238,340,432,402
WBGene00003877,1658,2644,1404,2495,1243,1903,2815,2589
WBGene00003878,101,183,114,180,83,135,193,180
WBGene00003879,6,9,1,8,5,3,11,2
WBGene00003882,936,1232,784,1266,728,919,1438,1254
WBGene00003883,142,212,152,234,147,209,223,167
WBGene00003884,25,60,42,38,37,28,42,33
WBGene00003885,5,7,6,7,4,6,8,9
WBGene00003886,6,4,4,3,0,2,6,5
WBGene00003887,113,207,158,205,149,179,184,175
WBGene00003888,0,0,1,3,0,2,3,1
WBGene00003889,5,11,9,14,9,13,9,17
WBGene00003890,20,34,22,29,16,17,34,33
WBGene00003891,2423,4315,3703,4289,2999,3387,4096,3915
WBGene00003892,4,4,6,1,5,7,5,4
WBGene00003893,3174,6288,5629,6042,4760,5331,5730,5220
WBGene00003898,976,1523,1115,1683,924,1227,1488,1394
WBGene00003901,5057,8982,7465,8665,5757,6965,8062,6884
WBGene00003902,25174,43335,37993,45352,30408,35761,38026,36863
WBGene00003903,575,943,805,976,746,867,1007,966
WBGene00003904,1919,3242,2679,3391,2085,2684,2885,2660
WBGene00003905,1932,3066,2263,3215,1940,2413,2747,2792
WBGene00003906,1,2,0,2,0,3,4,1
WBGene00003907,63,129,69,148,89,108,124,102
WBGene00003909,3,3,3,4,3,4,7,0
WBGene00003911,292,571,490,553,384,474,535,460
WBGene00003912,1621,2757,1986,2713,1610,2112,2327,2203
WBGene00003914,7046,11594,7941,11684,7029,9150,10306,9717
WBGene00003915,243,391,274,322,252,308,423,322
WBGene00003916,2132,3854,2882,3928,2364,3028,3248,3225
WBGene00003917,766,1413,1158,1580,906,1065,1248,1238
WBGene00003918,4132,7015,5515,7505,4599,5737,6211,6047
WBGene00003919,1252,1882,1410,2032,1160,1535,1991,1626
WBGene00003920,14408,24726,21917,24859,17102,20001,20822,19813
WBGene00003921,770,1239,1091,1316,920,1014,1127,929
WBGene00003922,2689,4696,3908,4798,3079,3614,4040,3774
WBGene00003923,3456,5624,4774,5702,3866,4473,4533,4459
WBGene00003924,4039,6944,6182,7114,4773,5530,5984,5392
WBGene00003925,3211,5420,4133,5336,3361,4223,4492,4449
WBGene00003926,4176,6806,6107,7219,4705,5503,5755,5390
WBGene00003927,3656,6131,5044,6376,4210,4972,5098,4941
WBGene00003928,3078,4993,4086,5114,3263,4027,4308,3967
WBGene00003929,525,849,575,809,489,722,1021,816
WBGene00003930,1959,3291,2423,3244,2032,2605,3070,2692
WBGene00003931,273,479,420,495,364,434,436,385
WBGene00003932,360,511,423,554,386,477,543,505
WBGene00003933,27,41,38,57,44,45,60,52
WBGene00003934,9357,17049,14416,16574,12306,14734,15969,14151
WBGene00003936,1169,2164,2036,2239,1678,1965,2086,2099
WBGene00003937,0,0,0,0,0,0,2,0
WBGene00003938,1,1,0,0,1,0,1,3
WBGene00003939,3,18,11,8,14,24,18,11
WBGene00003941,202,316,239,375,234,275,315,298
WBGene00003943,86,127,101,139,94,106,176,147
WBGene00003947,3205,5913,5265,5630,4076,4724,4578,4554
WBGene00003948,2399,4304,3625,4163,2841,3347,3271,3368
WBGene00003949,2535,4090,3564,4301,2792,3158,3581,3209
WBGene00003950,3073,4940,4485,5447,3455,4236,4439,4178
WBGene00003951,3203,5642,5316,5559,4049,4518,4443,4276
WBGene00003952,3210,5322,4177,5444,3384,4207,4719,4346
WBGene00003953,3367,5681,4418,5427,3616,4320,4653,4390
WBGene00003954,128,201,162,254,150,163,181,166
WBGene00003955,5520,9544,8076,9436,6520,7753,8237,7778
WBGene00003956,626,943,547,901,492,804,989,867
WBGene00003957,156,212,148,234,122,152,304,265
WBGene00003958,519,826,536,724,479,610,1098,839
WBGene00003959,100,147,114,151,133,123,141,154
WBGene00003960,217,354,254,352,225,285,304,296
WBGene00003961,1403,2162,1638,2317,1398,1771,2041,1834
WBGene00003962,5589,10120,7921,9493,6633,8126,8155,7806
WBGene00003963,6548,11903,11418,12171,9548,11193,11056,10471
WBGene00003964,8843,15756,11883,14968,9230,11493,12089,11181
WBGene00003965,167,281,249,269,220,284,306,276
WBGene00003966,10,18,19,14,9,17,20,24
WBGene00003967,959,1489,1046,1499,851,1147,1345,1260
WBGene00003968,21,52,40,42,22,35,37,28
WBGene00003969,26,38,21,54,18,30,38,31
WBGene00003970,770,1236,800,1402,808,1053,1217,1098
WBGene00003975,241,339,252,313,186,234,355,281
WBGene00003976,32,42,39,49,43,46,51,56
WBGene00003977,439,659,510,612,492,609,737,516
WBGene00003978,137,294,253,263,196,241,262,242
WBGene00003979,224,339,325,340,238,313,303,283
WBGene00003980,338,591,544,628,519,538,518,568
WBGene00003981,47,83,58,63,60,80,77,72
WBGene00003982,3089,4975,4095,5292,3527,4343,4639,4436
WBGene00003983,56,83,53,70,63,80,98,48
WBGene00003986,540,867,693,892,590,753,964,839
WBGene00003987,52,62,54,75,60,55,127,70
WBGene00003989,3427,5481,4359,5537,3706,4516,5498,4488
WBGene00003990,464,836,769,808,628,719,786,644
WBGene00003991,216,325,255,327,216,329,335,300
WBGene00003992,6627,10861,8379,10650,6795,8882,9869,9146
WBGene00003993,678,843,451,853,387,621,1102,914
WBGene00003994,4043,6377,5468,6927,4506,5471,5500,5555
WBGene00003995,102,192,101,152,100,149,177,205
WBGene00003996,523,740,555,780,562,718,890,760
WBGene00003997,150,225,134,208,133,198,218,193
WBGene00003998,59,104,55,112,65,80,126,96
WBGene00003999,41,40,35,48,49,32,92,62
WBGene00004000,48,62,49,54,52,58,121,76
WBGene00004001,4,0,0,0,0,5,0,0
WBGene00004002,9,7,6,7,15,15,23,19
WBGene00004003,236,428,375,398,292,356,393,408
WBGene00004004,50,64,36,54,43,60,104,68
WBGene00004005,89,149,71,143,74,113,207,139
WBGene00004006,32,65,40,63,30,39,60,62
WBGene00004007,53,69,36,81,36,61,85,77
WBGene00004008,164,322,206,294,164,216,326,276
WBGene00004009,11,15,3,10,3,10,10,8
WBGene00004010,36,40,30,32,23,29,114,29
WBGene00004011,0,4,4,2,1,3,3,3
WBGene00004013,83,115,104,129,120,132,136,113
WBGene00004014,3606,6168,5590,6437,4307,4962,5318,5144
WBGene00004015,3478,5939,4073,6029,3348,4682,5124,4799
WBGene00004016,328,414,290,431,249,372,442,452
WBGene00004017,1,10,4,3,3,5,6,3
WBGene00004020,521,751,526,779,385,528,929,756
WBGene00004023,88,180,105,149,96,140,205,137
WBGene00004024,73,117,102,115,88,132,135,106
WBGene00004025,164,280,200,286,166,260,311,227
WBGene00004026,15,17,25,20,16,24,27,19
WBGene00004027,1085,2042,1586,1893,1254,1521,1485,1512
WBGene00004028,553,929,800,1037,589,787,687,884
WBGene00004029,293,447,282,439,241,336,423,446
WBGene00004030,29,25,27,19,19,10,49,28
WBGene00004031,929,1643,1343,1682,1082,1279,1535,1390
WBGene00004032,1165,1764,1192,1823,1000,1337,2110,1587
WBGene00004033,424,754,502,781,466,592,675,657
WBGene00004034,1164,1858,1308,1792,1146,1398,1954,1548
WBGene00004035,0,0,4,0,2,0,0,2
WBGene00004036,201,341,259,369,233,265,379,359
WBGene00004037,97,162,123,161,107,122,163,138
WBGene00004038,184,310,228,290,196,272,317,323
WBGene00004039,745,1055,599,1099,541,803,1341,1064
WBGene00004040,1568,2458,1686,2514,1481,1954,2318,2143
WBGene00004041,53,90,91,93,67,67,71,75
WBGene00004042,4718,7610,6298,8085,4804,6174,7205,6391
WBGene00004043,1664,2921,2206,2852,1818,2198,2370,2407
WBGene00004044,4774,7195,4569,7284,3914,5344,7224,6515
WBGene00004045,51,109,91,129,71,89,95,88
WBGene00004046,4324,7284,5927,7361,4595,5786,6214,5821
WBGene00004047,1052,1762,1498,1827,1259,1522,1557,1599
WBGene00004048,33,59,31,45,30,32,42,49
WBGene00004049,1789,2685,2143,3236,1687,2227,2542,2936
WBGene00004050,1402,2157,1471,2102,1234,1555,2073,1792
WBGene00004051,1350,1988,1360,2010,1096,1525,2086,1796
WBGene00004052,7,4,0,0,1,5,12,6
WBGene00004053,774,1269,984,1272,774,1105,1209,1178
WBGene00004054,34,46,39,46,28,39,37,41
WBGene00004055,179,296,143,230,137,178,283,228
WBGene00004056,62,86,67,82,73,53,106,92
WBGene00004057,113,147,113,137,121,101,178,153
WBGene00004058,332,529,332,514,324,380,650,532
WBGene00004059,332,398,251,417,251,289,535,407
WBGene00004060,1148,1956,1167,1944,1024,1453,1900,1703
WBGene00004061,150,221,207,245,125,215,272,208
WBGene00004062,2042,3215,2153,3182,2031,2479,3543,3088
WBGene00004063,1128,1692,1433,1841,1175,1433,1678,1440
WBGene00004064,683,937,535,952,487,702,1211,931
WBGene00004068,974,1333,839,1340,696,932,1571,1332
WBGene00004075,7096,12245,11173,12908,9056,10277,9954,10462
WBGene00004076,6387,11194,9836,11731,8138,10008,10120,10414
WBGene00004077,529,918,773,915,661,767,803,691
WBGene00004078,10201,16881,12482,16992,10640,13151,15342,13453
WBGene00004083,156,226,132,222,125,158,267,208
WBGene00004084,0,3,0,3,3,6,3,2
WBGene00004085,614,985,817,998,699,889,830,813
WBGene00004086,1114,1746,1587,1791,1245,1385,1602,1508
WBGene00004087,962,1461,1329,1533,1121,1262,1582,1340
WBGene00004088,542,882,802,976,691,795,759,815
WBGene00004089,790,1264,941,1400,843,1070,1308,1077
WBGene00004090,494,798,603,851,487,658,816,688
WBGene00004091,1241,1807,1272,1799,1052,1435,1845,1730
WBGene00004092,16,24,25,33,22,24,29,29
WBGene00004093,3821,5916,4677,6063,3425,4715,5477,4741
WBGene00004094,860,1532,1210,1315,996,1261,1489,1348
WBGene00004095,3300,5448,4946,5896,3966,4705,5093,4650
WBGene00004096,261,433,403,575,411,370,388,372
WBGene00004097,0,0,0,0,0,0,0,0
WBGene00004098,1,0,0,4,0,5,0,12
WBGene00004099,0,4,0,0,0,0,0,4
WBGene00004100,20,26,20,28,33,24,42,26
WBGene00004101,2215,3208,1807,3328,1624,2306,3263,2888
WBGene00004102,2,1,2,2,0,1,5,3
WBGene00004103,2,8,8,18,5,17,7,11
WBGene00004104,8,14,9,11,9,7,14,8
WBGene00004105,1445,2374,1917,2598,1474,1940,2251,2019
WBGene00004106,264,455,375,467,295,405,384,410
WBGene00004107,0,0,0,0,0,0,2,2
WBGene00004108,166,258,258,323,212,243,279,231
WBGene00004109,1580,2424,1682,2518,1290,1764,2470,2168
WBGene00004110,3573,6024,5283,6334,4103,4933,5145,5051
WBGene00004111,624,958,716,1017,575,669,903,768
WBGene00004112,2201,4319,3271,4017,2554,3325,3968,3464
WBGene00004113,208,352,267,347,210,262,333,262
WBGene00004114,48,78,36,77,42,72,103,65
WBGene00004115,4,11,4,7,4,7,11,10
WBGene00004116,1186,1926,1829,2035,1451,1649,1669,1656
WBGene00004117,3100,4162,2957,4226,2490,3189,4888,3901
WBGene00004118,2,3,1,2,1,1,5,1
WBGene00004119,120,218,142,224,142,187,263,205
WBGene00004120,2,14,16,10,5,18,17,2
WBGene00004121,439,662,538,669,494,714,700,602
WBGene00004122,66,135,108,133,83,113,144,124
WBGene00004123,28,66,54,64,53,59,49,54
WBGene00004124,56,67,46,56,38,46,82,61
WBGene00004125,1060,1797,1332,1898,1082,1377,1502,1364
WBGene00004126,321,530,511,593,413,528,528,526
WBGene00004127,0,4,6,2,5,5,8,5
WBGene00004128,1087,1777,1591,1942,1249,1505,1576,1464
WBGene00004129,26,48,39,50,39,42,40,42
WBGene00004130,3948,7794,6907,7616,5582,6583,6844,7086
WBGene00004131,777,1319,822,1340,944,1108,1412,1248
WBGene00004132,15363,25429,20377,25823,16208,19456,24054,20367
WBGene00004133,0,8,10,11,10,11,12,7
WBGene00004134,302,520,378,484,332,420,456,409
WBGene00004135,103,198,145,203,129,156,160,125
WBGene00004136,2103,3482,2998,3576,2253,2851,2892,2715
WBGene00004138,1707,2823,2220,2756,1795,2171,2597,2275
WBGene00004139,0,12,5,1,2,5,8,6
WBGene00004140,677,1060,674,1017,641,811,1029,908
WBGene00004141,0,0,0,0,0,0,0,0
WBGene00004143,13169,21250,19649,23789,15505,18752,18760,18481
WBGene00004144,15,35,18,28,21,22,22,36
WBGene00004145,82,136,75,145,76,81,137,112
WBGene00004146,1,5,3,4,6,7,1,0
WBGene00004147,3355,5663,4840,6116,3929,4736,5359,4796
WBGene00004148,1762,2875,2174,3072,1918,2439,2752,2538
WBGene00004149,0,1,0,0,2,1,1,1
WBGene00004150,13,26,29,27,23,22,36,23
WBGene00004151,110,164,88,155,72,111,169,121
WBGene00004152,2053,3367,2831,3475,2195,2752,3081,2538
WBGene00004153,0,1,0,0,2,0,0,0
WBGene00004154,41,80,61,103,63,52,79,66
WBGene00004155,1,2,0,5,1,3,5,1
WBGene00004156,49,130,75,77,61,94,105,84
WBGene00004157,83,149,161,155,124,175,97,146
WBGene00004158,0,0,0,0,0,0,0,0
WBGene00004159,0,0,0,0,1,0,0,1
WBGene00004160,0,0,0,0,0,0,0,0
WBGene00004161,443,619,486,636,407,499,582,521
WBGene00004163,269,511,400,450,347,341,392,379
WBGene00004164,1063,1917,1763,2052,1436,1729,1788,1682
WBGene00004165,0,0,3,0,0,0,0,6
WBGene00004166,3428,5047,4307,5544,3415,4205,4460,4468
WBGene00004167,7823,13350,12328,13780,8990,10828,11467,11391
WBGene00004168,41,82,54,103,57,72,79,69
WBGene00004169,139,163,95,173,115,118,205,181
WBGene00004170,0,3,2,0,0,0,0,0
WBGene00004171,3,0,3,2,0,2,3,0
WBGene00004172,216,365,246,329,189,318,368,315
WBGene00004173,114,218,190,225,134,176,229,184
WBGene00004174,0,31,12,4,21,18,30,10
WBGene00004175,576,929,848,1020,585,740,842,687
WBGene00004176,0,0,0,0,0,0,1,0
WBGene00004177,0,0,0,0,0,1,1,1
WBGene00004178,3263,5862,4100,5314,3461,4624,4800,4414
WBGene00004179,4048,6822,5178,6843,3681,4994,5903,5437
WBGene00004180,909,1183,721,1253,584,765,1223,1194
WBGene00004181,1042,1763,1543,1823,1393,1565,1531,1497
WBGene00004182,322,488,303,478,264,362,440,421
WBGene00004183,59,107,92,104,62,102,85,89
WBGene00004184,150,286,218,316,214,234,318,252
WBGene00004185,385,598,375,607,313,443,661,566
WBGene00004186,2426,3797,3054,3920,2380,3061,3816,3111
WBGene00004187,7138,11031,7706,11383,6687,8776,10887,9947
WBGene00004188,1188,1892,1722,2009,1413,1608,1599,1633
WBGene00004189,4076,6472,5138,6591,4045,5378,5619,5306
WBGene00004190,413,786,543,733,506,638,681,648
WBGene00004191,109,125,96,161,88,125,132,132
WBGene00004192,9,18,23,17,23,16,44,28
WBGene00004193,102,159,82,148,86,124,234,142
WBGene00004194,149,205,151,256,156,202,252,240
WBGene00004195,87,107,73,105,69,95,161,114
WBGene00004196,115,146,103,166,93,124,216,175
WBGene00004197,59,64,20,61,30,35,85,50
WBGene00004198,64,132,75,126,63,81,113,116
WBGene00004199,819,1204,732,1250,668,871,1235,1034
WBGene00004201,1121,1646,1411,1650,1053,1317,1562,1389
WBGene00004202,134,242,224,262,179,205,252,234
WBGene00004203,1882,3460,3032,3578,2558,2885,2766,2854
WBGene00004204,4422,7135,4702,7222,4235,5623,6694,5908
WBGene00004205,909,1332,986,1380,823,1082,1171,1133
WBGene00004206,492,727,348,717,297,436,717,717
WBGene00004207,99,188,174,201,120,192,227,194
WBGene00004208,11839,18547,13086,19214,11011,14669,17262,16478
WBGene00004209,6,6,3,8,1,3,5,8
WBGene00004210,335,615,553,692,517,531,522,570
WBGene00004211,1,2,2,3,0,1,4,4
WBGene00004212,46,72,81,97,68,71,80,84
WBGene00004213,106,153,160,191,115,140,158,154
WBGene00004214,1700,2596,1537,2641,1419,1990,2507,2155
WBGene00004215,755,1203,976,1270,871,1146,1135,1089
WBGene00004216,18,42,19,26,32,35,56,32
WBGene00004217,4119,6296,4646,6574,3800,4967,6116,5397
WBGene00004218,14,17,21,33,14,18,33,26
WBGene00004219,5,11,10,13,6,4,13,7
WBGene00004220,63,117,59,113,72,83,128,124
WBGene00004221,21,45,35,47,20,35,59,42
WBGene00004222,248,341,214,369,267,294,420,391
WBGene00004223,1,0,0,0,0,1,1,0
WBGene00004224,1,0,1,3,0,2,7,2
WBGene00004225,54,115,98,98,61,89,112,99
WBGene00004226,65,87,62,113,47,70,90,85
WBGene00004227,277,419,272,474,251,319,471,411
WBGene00004228,82,102,70,95,51,93,241,153
WBGene00004229,3,7,0,5,2,6,18,7
WBGene00004230,17,31,22,27,16,23,37,22
WBGene00004231,2,3,3,3,4,2,6,6
WBGene00004232,17,31,35,34,23,23,38,42
WBGene00004233,7,8,5,7,4,4,16,6
WBGene00004234,105,203,149,203,115,144,206,163
WBGene00004235,533,961,761,983,707,818,831,805
WBGene00004236,19,37,28,86,39,28,21,31
WBGene00004237,171,299,213,269,213,300,372,328
WBGene00004238,656,952,528,892,500,713,1221,861
WBGene00004239,6715,11904,9524,11902,7560,8996,9537,9415
WBGene00004240,1,4,1,3,4,4,3,4
WBGene00004241,12626,21672,15051,19880,12044,15912,17599,16336
WBGene00004242,1951,3328,2570,3394,2130,2622,2939,2682
WBGene00004243,2968,4929,4146,5233,3273,3909,4467,4244
WBGene00004244,1521,2433,1541,2445,1315,1869,2252,2019
WBGene00004245,451,797,607,887,585,624,773,684
WBGene00004246,1221,2077,1603,2012,1319,1584,1484,1720
WBGene00004248,574,914,849,1006,801,956,818,860
WBGene00004249,109,197,123,196,123,156,191,170
WBGene00004254,1676,2533,1761,2775,1602,2088,2866,2486
WBGene00004255,1,4,2,1,4,4,2,2
WBGene00004256,283,441,283,408,277,375,574,444
WBGene00004257,75,113,73,110,58,88,115,115
WBGene00004258,5574,9489,6681,10010,6086,7836,8533,7947
WBGene00004259,1826,2877,1918,3014,1881,2257,2768,2575
WBGene00004264,14,36,26,50,16,17,36,20
WBGene00004265,24,73,23,46,23,64,77,75
WBGene00004266,3141,5559,4656,5735,3863,4510,5086,4672
WBGene00004267,47,84,66,78,44,57,68,67
WBGene00004268,2117,3450,2642,3619,2154,2813,3244,2709
WBGene00004269,994,1517,1164,1515,990,1166,1586,1408
WBGene00004270,275,481,450,459,329,419,456,466
WBGene00004271,1488,2405,2142,2525,1737,1923,2052,1929
WBGene00004272,956,1608,1293,1609,1070,1258,1371,1342
WBGene00004273,1428,2039,1127,1956,1052,1453,2218,1838
WBGene00004274,5289,8911,7035,9047,5829,7209,8289,7417
WBGene00004275,1,4,1,1,1,2,4,1
WBGene00004276,316,484,463,548,391,403,540,380
WBGene00004277,592,1069,946,1152,715,893,787,882
WBGene00004278,263,411,300,420,260,293,356,360
WBGene00004279,425,729,454,690,398,529,632,553
WBGene00004281,3,8,3,8,6,12,6,5
WBGene00004282,258,465,308,433,270,303,355,336
WBGene00004283,512,842,547,825,507,705,768,723
WBGene00004284,633,945,776,968,637,815,862,900
WBGene00004285,6,15,11,18,14,8,20,8
WBGene00004286,289,497,282,512,257,384,472,394
WBGene00004287,0,0,0,0,0,0,0,0
WBGene00004296,2113,3107,2048,3343,1704,2412,3262,2764
WBGene00004297,1200,1810,1365,1964,1157,1433,1596,1529
WBGene00004298,600,922,626,942,554,746,988,821
WBGene00004300,48,157,77,103,155,144,165,125
WBGene00004301,2,3,3,5,4,4,7,3
WBGene00004302,11075,19502,18161,20153,13659,15829,16038,15557
WBGene00004303,2262,3318,1909,3462,1733,2618,3091,2968
WBGene00004304,3513,5868,5062,6039,3942,4844,5098,4728
WBGene00004305,1562,2512,1786,2750,1593,2130,2394,2106
WBGene00004306,1622,2574,1764,2596,1522,2013,2332,2141
WBGene00004307,1388,2411,2199,2431,1695,2001,2175,1882
WBGene00004308,590,923,733,968,599,715,860,766
WBGene00004309,16,22,17,22,8,13,22,28
WBGene00004310,108,173,130,234,117,140,135,172
WBGene00004311,224,350,284,349,217,298,431,337
WBGene00004312,1728,2601,1720,2660,1410,1933,2463,2153
WBGene00004313,1433,2289,1599,2347,1483,1798,2145,2114
WBGene00004314,846,1276,966,1435,867,1144,1317,1235
WBGene00004315,1339,2009,1305,2034,1305,1722,1929,1690
WBGene00004316,59,106,75,96,93,75,109,92
WBGene00004317,315,599,395,586,372,466,515,536
WBGene00004318,803,1069,636,1088,596,761,1423,1133
WBGene00004319,1139,1567,1124,1677,963,1242,1774,1502
WBGene00004320,1435,2553,2262,2435,1771,1995,2337,1992
WBGene00004321,123,197,138,202,125,151,217,199
WBGene00004322,746,1138,696,1227,675,870,954,964
WBGene00004323,1209,1768,999,1726,889,1238,1947,1609
WBGene00004324,822,1083,585,1132,595,817,1297,1060
WBGene00004326,1567,2453,1791,2488,1430,1903,2153,1939
WBGene00004328,1,8,2,4,2,6,3,8
WBGene00004333,800,1498,1052,1452,1099,1214,1278,1078
WBGene00004334,55,124,70,107,74,98,102,74
WBGene00004335,23,31,14,21,12,18,25,26
WBGene00004336,8037,13605,11215,13854,9488,11235,12724,12405
WBGene00004337,3534,5533,3465,5663,3026,4339,4782,4499
WBGene00004338,885,1473,1319,1568,1011,1269,1297,1234
WBGene00004339,2386,3836,2533,3861,2279,3028,3292,3212
WBGene00004340,1770,2512,1345,2560,1201,1819,2708,2287
WBGene00004341,764,1148,632,1137,548,799,1213,1064
WBGene00004342,81,134,113,156,64,105,147,132
WBGene00004343,1619,2398,1545,2529,1441,2053,2576,2097
WBGene00004344,22,35,16,25,10,17,26,33
WBGene00004345,34,46,53,78,53,53,58,71
WBGene00004346,23,35,24,37,22,22,32,33
WBGene00004347,47,77,69,78,47,82,72,69
WBGene00004348,109,136,135,177,151,175,247,201
WBGene00004349,42,72,67,70,49,58,72,73
WBGene00004350,367,658,545,660,440,630,641,532
WBGene00004352,274,408,354,444,254,299,384,355
WBGene00004353,16,37,37,37,32,44,40,33
WBGene00004354,204,329,158,356,162,223,343,272
WBGene00004355,2160,3210,1942,3248,1793,2443,3094,3015
WBGene00004356,358,637,451,590,450,494,506,440
WBGene00004357,2170,3852,2692,3782,2442,3062,3246,3147
WBGene00004358,1391,2313,1467,2203,1354,1892,2628,2175
WBGene00004359,16,17,15,17,18,15,31,23
WBGene00004360,485,616,468,682,420,543,667,571
WBGene00004361,494,654,409,604,384,456,639,627
WBGene00004363,41,67,57,86,49,77,82,74
WBGene00004364,136,195,156,239,114,175,186,179
WBGene00004367,519,827,872,833,587,728,750,579
WBGene00004368,29,44,45,47,37,37,39,45
WBGene00004369,78,160,125,153,119,143,172,145
WBGene00004370,102,195,121,154,88,121,179,178
WBGene00004371,1381,2060,1351,2317,1313,1717,2083,1821
WBGene00004372,7,9,8,4,2,6,7,4
WBGene00004373,4258,7869,6269,7724,5091,6113,6723,6194
WBGene00004374,13176,23542,18050,22586,14883,18121,19114,18522
WBGene00004375,299,564,469,654,397,472,485,466
WBGene00004377,417,707,550,782,557,649,677,717
WBGene00004378,2811,3719,2164,3649,2002,2728,4348,3802
WBGene00004380,640,947,643,1019,527,797,907,868
WBGene00004381,568,870,715,861,556,625,816,714
WBGene00004382,358,661,514,715,436,624,618,594
WBGene00004383,712,1175,798,1207,645,927,1045,997
WBGene00004384,1152,1884,1275,1923,1168,1409,1637,1653
WBGene00004385,529,798,596,897,522,673,784,814
WBGene00004386,798,1210,822,1258,780,976,1246,1081
WBGene00004387,1800,3016,2780,3055,2006,2439,2652,2465
WBGene00004388,1147,1855,1798,1906,1409,1609,1555,1622
WBGene00004389,1664,2700,1994,2724,1600,2130,2417,2255
WBGene00004390,1169,1818,1555,1978,1191,1623,1979,1603
WBGene00004391,5968,10733,7897,10620,6664,8536,8695,8382
WBGene00004392,7284,11987,8465,12324,7585,9677,10757,9284
WBGene00004393,5,6,1,5,0,3,8,6
WBGene00004394,0,59,26,14,53,59,88,16
WBGene00004395,66,92,75,107,86,72,153,129
WBGene00004397,1,21,16,11,17,12,17,1
WBGene00004398,16,21,26,26,24,27,38,12
WBGene00004400,126,172,88,187,77,127,175,168
WBGene00004401,2,1,5,2,4,2,5,5
WBGene00004402,1,2,2,1,0,0,1,0
WBGene00004403,804,1221,1187,1432,822,996,1406,1370
WBGene00004404,318,501,354,491,310,360,466,422
